Model,CV_MAE,CV_MAE_std,CV_RMSE,CV_RMSE_std,CV_R2,CV_R2_std
Tuned XGBoost,0.6425174743605044,0.05822031725487436,2.157523202006524,0.447613522231222,0.8255825550310139,0.06185673259282796
Stacking (Best),1.076763939131613,0.17985829113685972,2.574986594037781,0.4326699291338326,0.7544876987410027,0.07105737207098979
